"DATA No"                         ,"X[mm]"                           ,"N[Ncm]"                          ,"jikuban"                         
      5480, 9.134468E+01, 1.890000E+00,   46
      5481, 9.136134E+01, 1.770000E+00,   46
      5482, 9.137801E+01, 1.890000E+00,   46
      5483, 9.139467E+01, 1.920000E+00,   46
      5484, 9.141133E+01, 1.790000E+00,   46
      5485, 9.142800E+01, 1.820000E+00,   46
      5486, 9.144466E+01, 1.870000E+00,   46
      5487, 9.146133E+01, 1.790000E+00,   46
      5488, 9.147799E+01, 1.840000E+00,   46
      5489, 9.149465E+01, 1.870000E+00,   46
      5490, 9.151131E+01, 1.820000E+00,   46
      5491, 9.152798E+01, 1.870000E+00,   46
      5492, 9.154465E+01, 1.840000E+00,   46
      5493, 9.156131E+01, 1.770000E+00,   46
      5494, 9.157797E+01, 1.840000E+00,   46
      5495, 9.159464E+01, 1.840000E+00,   46
      5496, 9.161130E+01, 1.740000E+00,   46
      5497, 9.162797E+01, 1.870000E+00,   46
      5498, 9.164463E+01, 1.840000E+00,   46
      5499, 9.166129E+01, 1.740000E+00,   46
      5500, 9.167796E+01, 1.740000E+00,   46
      5501, 9.169462E+01, 1.770000E+00,   46
      5502, 9.171128E+01, 1.770000E+00,   46
      5503, 9.172795E+01, 1.870000E+00,   46
      5504, 9.174461E+01, 1.840000E+00,   46
      5505, 9.176128E+01, 1.770000E+00,   46
      5506, 9.177794E+01, 1.870000E+00,   46
      5507, 9.179460E+01, 1.790000E+00,   46
      5508, 9.181126E+01, 1.720000E+00,   46
      5509, 9.182793E+01, 1.770000E+00,   46
      5510, 9.184460E+01, 1.770000E+00,   46
      5511, 9.186126E+01, 1.640000E+00,   46
      5512, 9.187792E+01, 1.740000E+00,   46
      5513, 9.189458E+01, 1.820000E+00,   46
      5514, 9.191125E+01, 1.740000E+00,   46
      5515, 9.192792E+01, 1.790000E+00,   46
      5516, 9.194458E+01, 1.820000E+00,   46
      5517, 9.196124E+01, 1.790000E+00,   46
      5518, 9.197791E+01, 1.870000E+00,   46
      5519, 9.199457E+01, 1.890000E+00,   46
      5520, 9.201123E+01, 1.770000E+00,   46
      5521, 9.202790E+01, 1.820000E+00,   46
      5522, 9.204456E+01, 1.840000E+00,   46
      5523, 9.206123E+01, 1.770000E+00,   46
      5524, 9.207789E+01, 1.870000E+00,   46
      5525, 9.209455E+01, 1.920000E+00,   46
      5526, 9.211121E+01, 1.790000E+00,   46
      5527, 9.212788E+01, 1.820000E+00,   46
      5528, 9.214455E+01, 1.870000E+00,   46
      5529, 9.216121E+01, 1.790000E+00,   46
      5530, 9.217787E+01, 1.840000E+00,   46
      5531, 9.219453E+01, 1.890000E+00,   46
      5532, 9.221120E+01, 1.790000E+00,   46
      5533, 9.222787E+01, 1.790000E+00,   46
      5534, 9.224453E+01, 1.870000E+00,   46
      5535, 9.226119E+01, 1.820000E+00,   46
      5536, 9.227785E+01, 1.870000E+00,   46
      5537, 9.229452E+01, 1.840000E+00,   46
      5538, 9.231118E+01, 1.720000E+00,   46
      5539, 9.232785E+01, 1.840000E+00,   46
      5540, 9.234451E+01, 1.840000E+00,   46
      5541, 9.236118E+01, 1.740000E+00,   46
      5542, 9.237784E+01, 1.870000E+00,   46
      5543, 9.239450E+01, 1.890000E+00,   46
      5544, 9.241116E+01, 1.770000E+00,   46
      5545, 9.242783E+01, 1.870000E+00,   46
      5546, 9.244450E+01, 1.870000E+00,   46
      5547, 9.246116E+01, 1.770000E+00,   46
      5548, 9.247782E+01, 1.820000E+00,   46
      5549, 9.249448E+01, 1.890000E+00,   46
      5550, 9.251115E+01, 1.890000E+00,   46
      5551, 9.252782E+01, 1.940000E+00,   46
      5552, 9.254448E+01, 1.920000E+00,   46
      5553, 9.256114E+01, 1.840000E+00,   46
      5554, 9.257780E+01, 1.890000E+00,   46
      5555, 9.259447E+01, 1.840000E+00,   46
      5556, 9.261113E+01, 1.790000E+00,   46
      5557, 9.262780E+01, 1.920000E+00,   46
      5558, 9.264446E+01, 1.920000E+00,   46
      5559, 9.266113E+01, 1.740000E+00,   46
      5560, 9.267779E+01, 1.770000E+00,   46
      5561, 9.269445E+01, 1.740000E+00,   46
      5562, 9.271111E+01, 1.690000E+00,   46
      5563, 9.272778E+01, 1.740000E+00,   46
      5564, 9.274445E+01, 1.820000E+00,   46
      5565, 9.276111E+01, 1.820000E+00,   46
      5566, 9.277777E+01, 1.890000E+00,   46
      5567, 9.279443E+01, 1.870000E+00,   46
      5568, 9.281110E+01, 1.770000E+00,   46
      5569, 9.282777E+01, 1.870000E+00,   46
      5570, 9.284443E+01, 1.890000E+00,   46
      5571, 9.286109E+01, 1.770000E+00,   46
      5572, 9.287775E+01, 1.840000E+00,   46
      5573, 9.289442E+01, 1.870000E+00,   46
      5574, 9.291108E+01, 1.790000E+00,   46
      5575, 9.292775E+01, 1.870000E+00,   46
      5576, 9.294441E+01, 1.890000E+00,   46
      5577, 9.296107E+01, 1.840000E+00,   46
      5578, 9.297774E+01, 1.890000E+00,   46
      5579, 9.299440E+01, 1.920000E+00,   46
      5580, 9.301106E+01, 1.870000E+00,   46
      5581, 9.302773E+01, 1.890000E+00,   46
      5582, 9.304440E+01, 1.890000E+00,   46
      5583, 9.306106E+01, 1.790000E+00,   46
      5584, 9.307772E+01, 1.940000E+00,   46
      5585, 9.309438E+01, 1.920000E+00,   46
      5586, 9.311105E+01, 1.890000E+00,   46
      5587, 9.312772E+01, 1.940000E+00,   46
      5588, 9.314438E+01, 1.870000E+00,   46
      5589, 9.316104E+01, 1.820000E+00,   46
      5590, 9.317770E+01, 1.920000E+00,   46
      5591, 9.319437E+01, 1.920000E+00,   46
      5592, 9.321103E+01, 1.820000E+00,   46
      5593, 9.322770E+01, 1.840000E+00,   46
      5594, 9.324436E+01, 1.890000E+00,   46
      5595, 9.326102E+01, 1.770000E+00,   46
      5596, 9.327769E+01, 1.820000E+00,   46
      5597, 9.329435E+01, 1.870000E+00,   46
      5598, 9.331101E+01, 1.770000E+00,   46
      5599, 9.332768E+01, 1.820000E+00,   46
      5600, 9.334435E+01, 1.890000E+00,   46
      5601, 9.336101E+01, 1.840000E+00,   46
      5602, 9.337767E+01, 1.940000E+00,   46
      5603, 9.339433E+01, 1.870000E+00,   46
      5604, 9.341100E+01, 1.790000E+00,   46
      5605, 9.342767E+01, 1.920000E+00,   46
      5606, 9.344433E+01, 1.920000E+00,   46
      5607, 9.346099E+01, 1.790000E+00,   46
      5608, 9.347765E+01, 1.840000E+00,   46
      5609, 9.349432E+01, 1.840000E+00,   46
      5610, 9.351098E+01, 1.790000E+00,   46
      5611, 9.352765E+01, 1.840000E+00,   46
      5612, 9.354431E+01, 1.920000E+00,   46
      5613, 9.356097E+01, 1.840000E+00,   46
      5614, 9.357764E+01, 1.840000E+00,   46
      5615, 9.359430E+01, 1.790000E+00,   46
      5616, 9.361096E+01, 1.770000E+00,   46
      5617, 9.362763E+01, 1.840000E+00,   46
      5618, 9.364429E+01, 1.920000E+00,   46
      5619, 9.366096E+01, 1.870000E+00,   46
      5620, 9.367762E+01, 1.970000E+00,   46
      5621, 9.369428E+01, 1.890000E+00,   46
      5622, 9.371095E+01, 1.790000E+00,   46
      5623, 9.372762E+01, 1.820000E+00,   46
      5624, 9.374428E+01, 1.890000E+00,   46
      5625, 9.376094E+01, 1.820000E+00,   46
      5626, 9.377760E+01, 1.890000E+00,   46
      5627, 9.379427E+01, 1.970000E+00,   46
      5628, 9.381093E+01, 1.870000E+00,   46
      5629, 9.382760E+01, 1.820000E+00,   46
      5630, 9.384426E+01, 1.890000E+00,   46
      5631, 9.386092E+01, 1.840000E+00,   46
      5632, 9.387759E+01, 1.870000E+00,   46
      5633, 9.389425E+01, 1.890000E+00,   46
      5634, 9.391091E+01, 1.870000E+00,   46
      5635, 9.392758E+01, 1.940000E+00,   46
      5636, 9.394424E+01, 1.920000E+00,   46
      5637, 9.396091E+01, 1.840000E+00,   46
      5638, 9.397757E+01, 1.940000E+00,   46
      5639, 9.399423E+01, 1.990000E+00,   46
      5640, 9.401089E+01, 1.890000E+00,   46
      5641, 9.402757E+01, 1.920000E+00,   46
      5642, 9.404423E+01, 1.970000E+00,   46
      5643, 9.406089E+01, 1.840000E+00,   46
      5644, 9.407755E+01, 1.920000E+00,   46
      5645, 9.409422E+01, 1.990000E+00,   46
      5646, 9.411088E+01, 1.920000E+00,   46
      5647, 9.412755E+01, 1.940000E+00,   46
      5648, 9.414421E+01, 1.970000E+00,   46
      5649, 9.416087E+01, 1.870000E+00,   46
      5650, 9.417754E+01, 1.890000E+00,   46
      5651, 9.419420E+01, 1.870000E+00,   46
      5652, 9.421086E+01, 1.870000E+00,   46
      5653, 9.422753E+01, 1.990000E+00,   46
      5654, 9.424419E+01, 1.970000E+00,   46
      5655, 9.426086E+01, 1.840000E+00,   46
      5656, 9.427752E+01, 1.990000E+00,   46
      5657, 9.429418E+01, 2.040000E+00,   46
      5658, 9.431084E+01, 1.920000E+00,   46
      5659, 9.432751E+01, 2.070000E+00,   46
      5660, 9.434418E+01, 2.170000E+00,   46
      5661, 9.436084E+01, 2.040000E+00,   46
      5662, 9.437750E+01, 2.070000E+00,   46
      5663, 9.439417E+01, 2.090000E+00,   46
      5664, 9.441083E+01, 1.970000E+00,   46
      5665, 9.442750E+01, 1.940000E+00,   46
      5666, 9.444416E+01, 1.990000E+00,   46
      5667, 9.446082E+01, 1.990000E+00,   46
      5668, 9.447749E+01, 2.040000E+00,   46
      5669, 9.449415E+01, 2.020000E+00,   46
      5670, 9.451081E+01, 1.920000E+00,   46
      5671, 9.452748E+01, 1.970000E+00,   46
      5672, 9.454414E+01, 1.990000E+00,   46
      5673, 9.456081E+01, 1.870000E+00,   46
      5674, 9.457747E+01, 1.920000E+00,   46
      5675, 9.459413E+01, 1.970000E+00,   46
      5676, 9.461079E+01, 1.890000E+00,   46
      5677, 9.462746E+01, 1.920000E+00,   46
      5678, 9.464413E+01, 1.940000E+00,   46
      5679, 9.466079E+01, 1.870000E+00,   46
      5680, 9.467745E+01, 1.920000E+00,   46
      5681, 9.469411E+01, 1.990000E+00,   46
      5682, 9.471078E+01, 1.970000E+00,   46
      5683, 9.472745E+01, 2.020000E+00,   46
      5684, 9.474411E+01, 1.920000E+00,   46
      5685, 9.476077E+01, 1.870000E+00,   46
      5686, 9.477744E+01, 1.970000E+00,   46
      5687, 9.479410E+01, 1.970000E+00,   46
      5688, 9.481076E+01, 1.820000E+00,   46
      5689, 9.482743E+01, 1.940000E+00,   46
      5690, 9.484409E+01, 2.040000E+00,   46
      5691, 9.486076E+01, 1.890000E+00,   46
      5692, 9.487742E+01, 1.940000E+00,   46
      5693, 9.489408E+01, 1.940000E+00,   46
      5694, 9.491074E+01, 1.870000E+00,   46
      5695, 9.492741E+01, 1.920000E+00,   46
      5696, 9.494408E+01, 1.940000E+00,   46
      5697, 9.496074E+01, 1.940000E+00,   46
      5698, 9.497740E+01, 1.990000E+00,   46
      5699, 9.499406E+01, 2.020000E+00,   46
      5700, 9.501073E+01, 2.020000E+00,   46
      5701, 9.502740E+01, 2.090000E+00,   46
      5702, 9.504406E+01, 2.070000E+00,   46
      5703, 9.506072E+01, 2.020000E+00,   46
      5704, 9.507738E+01, 2.120000E+00,   46
      5705, 9.509405E+01, 2.120000E+00,   46
      5706, 9.511071E+01, 1.970000E+00,   46
      5707, 9.512738E+01, 2.120000E+00,   46
      5708, 9.514404E+01, 2.220000E+00,   46
      5709, 9.516071E+01, 2.120000E+00,   46
      5710, 9.517737E+01, 2.070000E+00,   46
      5711, 9.519403E+01, 2.070000E+00,   46
      5712, 9.521069E+01, 2.020000E+00,   46
      5713, 9.522736E+01, 2.090000E+00,   46
      5714, 9.524403E+01, 2.090000E+00,   46
      5715, 9.526069E+01, 2.090000E+00,   46
      5716, 9.527735E+01, 2.170000E+00,   46
      5717, 9.529401E+01, 2.120000E+00,   46
      5718, 9.531068E+01, 2.040000E+00,   46
      5719, 9.532735E+01, 2.140000E+00,   46
      5720, 9.534401E+01, 2.140000E+00,   46
      5721, 9.536067E+01, 1.990000E+00,   46
      5722, 9.537733E+01, 2.040000E+00,   46
      5723, 9.539400E+01, 2.090000E+00,   46
      5724, 9.541066E+01, 1.990000E+00,   46
      5725, 9.542733E+01, 1.990000E+00,   46
      5726, 9.544399E+01, 2.020000E+00,   46
      5727, 9.546066E+01, 1.970000E+00,   46
      5728, 9.547732E+01, 2.040000E+00,   46
      5729, 9.549398E+01, 2.040000E+00,   46
      5730, 9.551064E+01, 1.920000E+00,   46
      5731, 9.552731E+01, 2.020000E+00,   46
      5732, 9.554398E+01, 2.040000E+00,   46
      5733, 9.556064E+01, 1.990000E+00,   46
      5734, 9.557730E+01, 2.040000E+00,   46
      5735, 9.559396E+01, 2.040000E+00,   46
      5736, 9.561063E+01, 1.940000E+00,   46
      5737, 9.562730E+01, 2.020000E+00,   46
      5738, 9.564396E+01, 2.020000E+00,   46
      5739, 9.566062E+01, 1.920000E+00,   46
      5740, 9.567728E+01, 1.970000E+00,   46
      5741, 9.569395E+01, 2.040000E+00,   46
      5742, 9.571061E+01, 1.940000E+00,   46
      5743, 9.572728E+01, 1.940000E+00,   46
      5744, 9.574394E+01, 1.990000E+00,   46
      5745, 9.576060E+01, 1.890000E+00,   46
      5746, 9.577727E+01, 1.920000E+00,   46
      5747, 9.579393E+01, 1.890000E+00,   46
      5748, 9.581059E+01, 1.870000E+00,   46
      5749, 9.582726E+01, 1.970000E+00,   46
      5750, 9.584393E+01, 1.970000E+00,   46
      5751, 9.586059E+01, 1.890000E+00,   46
      5752, 9.587725E+01, 1.970000E+00,   46
      5753, 9.589391E+01, 1.970000E+00,   46
      5754, 9.591058E+01, 1.990000E+00,   46
      5755, 9.592725E+01, 2.120000E+00,   46
      5756, 9.594391E+01, 2.170000E+00,   46
      5757, 9.596057E+01, 2.020000E+00,   46
      5758, 9.597723E+01, 2.020000E+00,   46
      5759, 9.599390E+01, 2.120000E+00,   46
      5760, 9.601056E+01, 1.990000E+00,   46
      5761, 9.602723E+01, 1.970000E+00,   46
      5762, 9.604389E+01, 1.990000E+00,   46
      5763, 9.606055E+01, 1.940000E+00,   46
      5764, 9.607722E+01, 2.020000E+00,   46
      5765, 9.609388E+01, 2.070000E+00,   46
      5766, 9.611054E+01, 1.970000E+00,   46
      5767, 9.612721E+01, 2.040000E+00,   46
      5768, 9.614388E+01, 2.040000E+00,   46
      5769, 9.616054E+01, 1.970000E+00,   46
      5770, 9.617720E+01, 2.020000E+00,   46
      5771, 9.619386E+01, 2.140000E+00,   46
      5772, 9.621053E+01, 2.020000E+00,   46
      5773, 9.622720E+01, 2.040000E+00,   46
      5774, 9.624386E+01, 2.070000E+00,   46
      5775, 9.626052E+01, 1.970000E+00,   46
      5776, 9.627718E+01, 1.940000E+00,   46
      5777, 9.629385E+01, 1.970000E+00,   46
      5778, 9.631051E+01, 1.920000E+00,   46
      5779, 9.632718E+01, 2.020000E+00,   46
      5780, 9.634384E+01, 1.990000E+00,   46
      5781, 9.636050E+01, 1.870000E+00,   46
      5782, 9.637717E+01, 1.990000E+00,   46
      5783, 9.639383E+01, 1.940000E+00,   46
      5784, 9.641049E+01, 1.870000E+00,   46
      5785, 9.642716E+01, 1.990000E+00,   46
      5786, 9.644382E+01, 2.040000E+00,   46
      5787, 9.646049E+01, 1.970000E+00,   46
      5788, 9.647715E+01, 2.020000E+00,   46
      5789, 9.649381E+01, 2.020000E+00,   46
      5790, 9.651048E+01, 1.940000E+00,   46
      5791, 9.652715E+01, 1.970000E+00,   46
      5792, 9.654381E+01, 2.040000E+00,   46
      5793, 9.656047E+01, 2.040000E+00,   46
      5794, 9.657713E+01, 2.040000E+00,   46
      5795, 9.659380E+01, 2.020000E+00,   46
      5796, 9.661046E+01, 1.970000E+00,   46
      5797, 9.662713E+01, 1.990000E+00,   46
      5798, 9.664379E+01, 2.020000E+00,   46
      5799, 9.666045E+01, 1.920000E+00,   46
      5800, 9.667712E+01, 2.040000E+00,   46
      5801, 9.669378E+01, 2.140000E+00,   46
      5802, 9.671044E+01, 2.020000E+00,   46
      5803, 9.672711E+01, 2.090000E+00,   46
      5804, 9.674377E+01, 2.090000E+00,   46
      5805, 9.676044E+01, 1.990000E+00,   46
      5806, 9.677710E+01, 2.040000E+00,   46
      5807, 9.679376E+01, 2.040000E+00,   46
      5808, 9.681042E+01, 1.970000E+00,   46
      5809, 9.682710E+01, 1.970000E+00,   46
      5810, 9.684376E+01, 1.990000E+00,   46
      5811, 9.686042E+01, 1.940000E+00,   46
      5812, 9.687708E+01, 1.990000E+00,   46
      5813, 9.689375E+01, 1.970000E+00,   46
      5814, 9.691041E+01, 1.890000E+00,   46
      5815, 9.692708E+01, 2.040000E+00,   46
      5816, 9.694374E+01, 2.070000E+00,   46
      5817, 9.696040E+01, 1.970000E+00,   46
      5818, 9.697707E+01, 2.040000E+00,   46
      5819, 9.699373E+01, 2.070000E+00,   46
      5820, 9.701039E+01, 1.970000E+00,   46
      5821, 9.702706E+01, 1.970000E+00,   46
      5822, 9.704372E+01, 2.040000E+00,   46
      5823, 9.706039E+01, 1.970000E+00,   46
      5824, 9.707705E+01, 2.020000E+00,   46
      5825, 9.709371E+01, 2.020000E+00,   46
      5826, 9.711037E+01, 2.070000E+00,   46
      5827, 9.712704E+01, 2.140000E+00,   46
      5828, 9.714371E+01, 2.090000E+00,   46
      5829, 9.716037E+01, 2.020000E+00,   46
      5830, 9.717703E+01, 2.070000E+00,   46
      5831, 9.719370E+01, 2.020000E+00,   46
      5832, 9.721036E+01, 1.890000E+00,   46
      5833, 9.722703E+01, 1.990000E+00,   46
      5834, 9.724369E+01, 2.020000E+00,   46
      5835, 9.726035E+01, 1.920000E+00,   46
      5836, 9.727702E+01, 1.940000E+00,   46
      5837, 9.729368E+01, 2.020000E+00,   46
      5838, 9.731034E+01, 2.020000E+00,   46
      5839, 9.732701E+01, 2.020000E+00,   46
      5840, 9.734367E+01, 2.040000E+00,   46
      5841, 9.736034E+01, 1.970000E+00,   46
      5842, 9.737700E+01, 2.070000E+00,   46
      5843, 9.739366E+01, 1.990000E+00,   46
      5844, 9.741032E+01, 1.940000E+00,   46
      5845, 9.742699E+01, 2.040000E+00,   46
      5846, 9.744366E+01, 2.020000E+00,   46
      5847, 9.746032E+01, 1.890000E+00,   46
      5848, 9.747698E+01, 1.970000E+00,   46
      5849, 9.749364E+01, 2.070000E+00,   46
      5850, 9.751031E+01, 1.970000E+00,   46
      5851, 9.752698E+01, 2.020000E+00,   46
      5852, 9.754364E+01, 2.040000E+00,   46
      5853, 9.756030E+01, 1.920000E+00,   46
      5854, 9.757697E+01, 1.920000E+00,   46
      5855, 9.759363E+01, 1.990000E+00,   46
      5856, 9.761029E+01, 1.940000E+00,   46
      5857, 9.762696E+01, 1.990000E+00,   46
      5858, 9.764362E+01, 1.970000E+00,   46
      5859, 9.766029E+01, 1.870000E+00,   46
      5860, 9.767695E+01, 1.940000E+00,   46
      5861, 9.769361E+01, 1.920000E+00,   46
      5862, 9.771027E+01, 1.790000E+00,   46
      5863, 9.772694E+01, 1.870000E+00,   46
      5864, 9.774361E+01, 1.870000E+00,   46
      5865, 9.776027E+01, 1.770000E+00,   46
      5866, 9.777693E+01, 1.920000E+00,   46
      5867, 9.779359E+01, 1.940000E+00,   46
      5868, 9.781026E+01, 1.820000E+00,   46
      5869, 9.782693E+01, 1.890000E+00,   46
      5870, 9.784359E+01, 1.970000E+00,   46
      5871, 9.786025E+01, 1.920000E+00,   46
      5872, 9.787691E+01, 1.920000E+00,   46
      5873, 9.789358E+01, 1.940000E+00,   46
      5874, 9.791024E+01, 1.870000E+00,   46
      5875, 9.792691E+01, 1.920000E+00,   46
      5876, 9.794357E+01, 1.890000E+00,   46
      5877, 9.796024E+01, 1.890000E+00,   46
      5878, 9.797690E+01, 1.970000E+00,   46
      5879, 9.799356E+01, 1.970000E+00,   46
      5880, 9.801022E+01, 1.870000E+00,   46
      5881, 9.802689E+01, 1.920000E+00,   46
      5882, 9.804356E+01, 2.020000E+00,   46
      5883, 9.806022E+01, 1.870000E+00,   46
      5884, 9.807688E+01, 1.990000E+00,   46
      5885, 9.809354E+01, 1.990000E+00,   46
      5886, 9.811021E+01, 1.920000E+00,   46
      5887, 9.812688E+01, 1.920000E+00,   46
      5888, 9.814354E+01, 1.990000E+00,   46
      5889, 9.816020E+01, 1.870000E+00,   46
      5890, 9.817686E+01, 1.970000E+00,   46
      5891, 9.819353E+01, 1.990000E+00,   46
      5892, 9.821019E+01, 1.920000E+00,   46
      5893, 9.822686E+01, 1.940000E+00,   46
      5894, 9.824352E+01, 1.870000E+00,   46
      5895, 9.826019E+01, 1.740000E+00,   46
      5896, 9.827685E+01, 1.890000E+00,   46
      5897, 9.829351E+01, 1.970000E+00,   46
      5898, 9.831017E+01, 1.770000E+00,   46
      5899, 9.832684E+01, 1.840000E+00,   46
      5900, 9.834351E+01, 1.990000E+00,   46
      5901, 9.836017E+01, 1.870000E+00,   46
      5902, 9.837683E+01, 1.840000E+00,   46
      5903, 9.839349E+01, 1.920000E+00,   46
      5904, 9.841016E+01, 1.890000E+00,   46
      5905, 9.842683E+01, 1.940000E+00,   46
      5906, 9.844349E+01, 1.920000E+00,   46
      5907, 9.846015E+01, 1.870000E+00,   46
      5908, 9.847681E+01, 1.890000E+00,   46
      5909, 9.849348E+01, 1.840000E+00,   46
      5910, 9.851014E+01, 1.820000E+00,   46
      5911, 9.852681E+01, 1.890000E+00,   46
      5912, 9.854347E+01, 1.940000E+00,   46
      5913, 9.856013E+01, 1.790000E+00,   46
      5914, 9.857680E+01, 1.840000E+00,   46
      5915, 9.859346E+01, 1.890000E+00,   46
      5916, 9.861012E+01, 1.820000E+00,   46
      5917, 9.862679E+01, 1.840000E+00,   46
      5918, 9.864346E+01, 1.920000E+00,   46
      5919, 9.866012E+01, 1.840000E+00,   46
      5920, 9.867678E+01, 1.890000E+00,   46
      5921, 9.869344E+01, 1.890000E+00,   46
      5922, 9.871011E+01, 1.840000E+00,   46
      5923, 9.872678E+01, 1.920000E+00,   46
      5924, 9.874344E+01, 1.920000E+00,   46
      5925, 9.876010E+01, 1.870000E+00,   46
      5926, 9.877676E+01, 1.990000E+00,   46
      5927, 9.879343E+01, 1.990000E+00,   46
      5928, 9.881009E+01, 1.890000E+00,   46
      5929, 9.882676E+01, 1.920000E+00,   46
      5930, 9.884342E+01, 1.920000E+00,   46
      5931, 9.886008E+01, 1.840000E+00,   46
      5932, 9.887675E+01, 1.920000E+00,   46
      5933, 9.889341E+01, 1.970000E+00,   46
      5934, 9.891007E+01, 1.890000E+00,   46
      5935, 9.892674E+01, 1.920000E+00,   46
      5936, 9.894341E+01, 2.020000E+00,   46
      5937, 9.896007E+01, 1.940000E+00,   46
      5938, 9.897673E+01, 1.920000E+00,   46
      5939, 9.899339E+01, 1.940000E+00,   46
      5940, 9.901006E+01, 1.920000E+00,   46
      5941, 9.902673E+01, 1.940000E+00,   46
      5942, 9.904339E+01, 1.890000E+00,   46
      5943, 9.906005E+01, 1.840000E+00,   46
      5944, 9.907671E+01, 1.940000E+00,   46
      5945, 9.909338E+01, 1.970000E+00,   46
      5946, 9.911004E+01, 1.820000E+00,   46
      5947, 9.912671E+01, 1.870000E+00,   46
      5948, 9.914337E+01, 1.920000E+00,   46
      5949, 9.916003E+01, 1.820000E+00,   46
      5950, 9.917670E+01, 1.820000E+00,   46
      5951, 9.919336E+01, 1.890000E+00,   46
      5952, 9.921002E+01, 1.820000E+00,   46
      5953, 9.922669E+01, 1.840000E+00,   46
      5954, 9.924335E+01, 1.870000E+00,   46
      5955, 9.926002E+01, 1.840000E+00,   46
      5956, 9.927668E+01, 1.920000E+00,   46
      5957, 9.929334E+01, 1.890000E+00,   46
      5958, 9.931001E+01, 1.840000E+00,   46
      5959, 9.932668E+01, 1.970000E+00,   46
      5960, 9.934334E+01, 1.940000E+00,   46
      5961, 9.936000E+01, 1.820000E+00,   46
      5962, 9.937666E+01, 1.870000E+00,   46
      5963, 9.939333E+01, 1.920000E+00,   46
      5964, 9.940999E+01, 1.840000E+00,   46
      5965, 9.942666E+01, 1.870000E+00,   46
      5966, 9.944332E+01, 1.940000E+00,   46
      5967, 9.945998E+01, 1.920000E+00,   46
      5968, 9.947665E+01, 1.890000E+00,   46
      5969, 9.949331E+01, 1.940000E+00,   46
      5970, 9.950997E+01, 1.920000E+00,   46
      5971, 9.952664E+01, 2.020000E+00,   46
      5972, 9.954330E+01, 2.020000E+00,   46
      5973, 9.955997E+01, 1.920000E+00,   46
      5974, 9.957663E+01, 1.990000E+00,   46
      5975, 9.959329E+01, 1.970000E+00,   46
      5976, 9.960995E+01, 1.870000E+00,   46
      5977, 9.962663E+01, 1.990000E+00,   46
      5978, 9.964329E+01, 2.020000E+00,   46
      5979, 9.965995E+01, 1.890000E+00,   46
      5980, 9.967661E+01, 1.990000E+00,   46
      5981, 9.969328E+01, 2.070000E+00,   46
      5982, 9.970994E+01, 1.940000E+00,   46
      5983, 9.972661E+01, 1.840000E+00,   46
      5984, 9.974327E+01, 1.920000E+00,   46
      5985, 9.975993E+01, 1.940000E+00,   46
      5986, 9.977660E+01, 1.970000E+00,   46
      5987, 9.979326E+01, 1.970000E+00,   46
      5988, 9.980992E+01, 1.840000E+00,   46
      5989, 9.982659E+01, 1.890000E+00,   46
      5990, 9.984325E+01, 1.920000E+00,   46
      5991, 9.985992E+01, 1.890000E+00,   46
      5992, 9.987658E+01, 2.020000E+00,   46
      5993, 9.989324E+01, 2.040000E+00,   46
      5994, 9.990990E+01, 1.890000E+00,   46
      5995, 9.992657E+01, 1.940000E+00,   46
      5996, 9.994324E+01, 1.990000E+00,   46
      5997, 9.995990E+01, 1.870000E+00,   46
      5998, 9.997656E+01, 1.890000E+00,   46
      5999, 9.999323E+01, 1.970000E+00,   46
      6000, 1.000099E+02, 1.890000E+00,   46
      6001, 1.000266E+02, 1.920000E+00,   46
      6002, 1.000432E+02, 1.940000E+00,   46
      6003, 1.000599E+02, 1.890000E+00,   46
      6004, 1.000765E+02, 1.990000E+00,   46
      6005, 1.000932E+02, 1.970000E+00,   46
      6006, 1.001099E+02, 1.920000E+00,   46
      6007, 1.001265E+02, 2.040000E+00,   46
      6008, 1.001432E+02, 2.090000E+00,   46
      6009, 1.001599E+02, 1.920000E+00,   46
      6010, 1.001765E+02, 2.040000E+00,   46
      6011, 1.001932E+02, 2.040000E+00,   46
      6012, 1.002099E+02, 1.890000E+00,   46
      6013, 1.002265E+02, 1.920000E+00,   46
      6014, 1.002432E+02, 2.070000E+00,   46
      6015, 1.002598E+02, 1.970000E+00,   46
      6016, 1.002765E+02, 1.970000E+00,   46
      6017, 1.002932E+02, 2.020000E+00,   46
      6018, 1.003098E+02, 2.020000E+00,   46
      6019, 1.003265E+02, 2.040000E+00,   46
      6020, 1.003432E+02, 2.020000E+00,   46
      6021, 1.003598E+02, 1.970000E+00,   46
      6022, 1.003765E+02, 2.090000E+00,   46
      6023, 1.003932E+02, 2.070000E+00,   46
      6024, 1.004098E+02, 1.970000E+00,   46
      6025, 1.004265E+02, 2.020000E+00,   46
      6026, 1.004432E+02, 2.120000E+00,   46
      6027, 1.004598E+02, 2.040000E+00,   46
      6028, 1.004765E+02, 2.120000E+00,   46
      6029, 1.004931E+02, 2.140000E+00,   46
      6030, 1.005098E+02, 1.990000E+00,   46
      6031, 1.005265E+02, 1.970000E+00,   46
      6032, 1.005431E+02, 2.040000E+00,   46
      6033, 1.005598E+02, 2.020000E+00,   46
      6034, 1.005765E+02, 2.040000E+00,   46
      6035, 1.005931E+02, 2.040000E+00,   46
      6036, 1.006098E+02, 1.990000E+00,   46
      6037, 1.006265E+02, 2.040000E+00,   46
