"DATA No"                         ,"X[mm]"                           ,"N[Ncm]"                          ,"jikuban"                         
        58, 9.833329E-01, 2.570000E+00,   46
        59, 9.999995E-01, 2.590000E+00,   46
        60, 1.016666E+00, 2.520000E+00,   46
        61, 1.033333E+00, 2.540000E+00,   46
        62, 1.049999E+00, 2.620000E+00,   46
        63, 1.066666E+00, 2.520000E+00,   46
        64, 1.083333E+00, 2.540000E+00,   46
        65, 1.099999E+00, 2.620000E+00,   46
        66, 1.116666E+00, 2.540000E+00,   46
        67, 1.133333E+00, 2.490000E+00,   46
        68, 1.149999E+00, 2.620000E+00,   46
        69, 1.166666E+00, 2.540000E+00,   46
        70, 1.183333E+00, 2.570000E+00,   46
        71, 1.199999E+00, 2.640000E+00,   46
        72, 1.216666E+00, 2.590000E+00,   46
        73, 1.233333E+00, 2.590000E+00,   46
        74, 1.249999E+00, 2.640000E+00,   46
        75, 1.266666E+00, 2.590000E+00,   46
        76, 1.283333E+00, 2.590000E+00,   46
        77, 1.299999E+00, 2.590000E+00,   46
        78, 1.316666E+00, 2.570000E+00,   46
        79, 1.333333E+00, 2.570000E+00,   46
        80, 1.349999E+00, 2.640000E+00,   46
        81, 1.366666E+00, 2.540000E+00,   46
        82, 1.383332E+00, 2.490000E+00,   46
        83, 1.399999E+00, 2.570000E+00,   46
        84, 1.416666E+00, 2.540000E+00,   46
        85, 1.433332E+00, 2.670000E+00,   46
        86, 1.449999E+00, 2.770000E+00,   46
        87, 1.466666E+00, 2.570000E+00,   46
        88, 1.483332E+00, 2.520000E+00,   46
        89, 1.499999E+00, 2.590000E+00,   46
        90, 1.516666E+00, 2.570000E+00,   46
        91, 1.533332E+00, 2.540000E+00,   46
        92, 1.549999E+00, 2.590000E+00,   46
        93, 1.566666E+00, 2.540000E+00,   46
        94, 1.583332E+00, 2.520000E+00,   46
        95, 1.599999E+00, 2.570000E+00,   46
        96, 1.616666E+00, 2.490000E+00,   46
        97, 1.633332E+00, 2.470000E+00,   46
        98, 1.649999E+00, 2.540000E+00,   46
        99, 1.666666E+00, 2.470000E+00,   46
       100, 1.683332E+00, 2.490000E+00,   46
       101, 1.699999E+00, 2.620000E+00,   46
       102, 1.716666E+00, 2.520000E+00,   46
       103, 1.733332E+00, 2.540000E+00,   46
       104, 1.749999E+00, 2.590000E+00,   46
       105, 1.766666E+00, 2.490000E+00,   46
       106, 1.783332E+00, 2.540000E+00,   46
       107, 1.799999E+00, 2.570000E+00,   46
       108, 1.816666E+00, 2.570000E+00,   46
       109, 1.833332E+00, 2.540000E+00,   46
       110, 1.849999E+00, 2.590000E+00,   46
       111, 1.866665E+00, 2.470000E+00,   46
       112, 1.883332E+00, 2.520000E+00,   46
       113, 1.899999E+00, 2.590000E+00,   46
       114, 1.916665E+00, 2.540000E+00,   46
       115, 1.933332E+00, 2.490000E+00,   46
       116, 1.949999E+00, 2.590000E+00,   46
       117, 1.966665E+00, 2.520000E+00,   46
       118, 1.983332E+00, 2.520000E+00,   46
       119, 1.999999E+00, 2.640000E+00,   46
       120, 2.016665E+00, 2.590000E+00,   46
       121, 2.033332E+00, 2.590000E+00,   46
       122, 2.049999E+00, 2.670000E+00,   46
       123, 2.066665E+00, 2.590000E+00,   46
       124, 2.083332E+00, 2.590000E+00,   46
       125, 2.099998E+00, 2.620000E+00,   46
       126, 2.116665E+00, 2.590000E+00,   46
       127, 2.133332E+00, 2.570000E+00,   46
       128, 2.149998E+00, 2.620000E+00,   46
       129, 2.166665E+00, 2.540000E+00,   46
       130, 2.183332E+00, 2.640000E+00,   46
       131, 2.199998E+00, 2.820000E+00,   46
       132, 2.216665E+00, 2.690000E+00,   46
       133, 2.233332E+00, 2.570000E+00,   46
       134, 2.249998E+00, 2.620000E+00,   46
       135, 2.266665E+00, 2.570000E+00,   46
       136, 2.283332E+00, 2.570000E+00,   46
       137, 2.299998E+00, 2.670000E+00,   46
       138, 2.316665E+00, 2.620000E+00,   46
       139, 2.333332E+00, 2.520000E+00,   46
       140, 2.349998E+00, 2.620000E+00,   46
       141, 2.366665E+00, 2.570000E+00,   46
       142, 2.383332E+00, 2.570000E+00,   46
       143, 2.399998E+00, 2.640000E+00,   46
       144, 2.416665E+00, 2.640000E+00,   46
       145, 2.433331E+00, 2.640000E+00,   46
       146, 2.449998E+00, 2.720000E+00,   46
       147, 2.466665E+00, 2.570000E+00,   46
       148, 2.483331E+00, 2.520000E+00,   46
       149, 2.499998E+00, 2.590000E+00,   46
       150, 2.516665E+00, 2.540000E+00,   46
       151, 2.533331E+00, 2.470000E+00,   46
       152, 2.549998E+00, 2.540000E+00,   46
       153, 2.566665E+00, 2.490000E+00,   46
       154, 2.583331E+00, 2.520000E+00,   46
       155, 2.599998E+00, 2.570000E+00,   46
       156, 2.616665E+00, 2.520000E+00,   46
       157, 2.633331E+00, 2.490000E+00,   46
       158, 2.649998E+00, 2.590000E+00,   46
       159, 2.666665E+00, 2.540000E+00,   46
       160, 2.683331E+00, 2.590000E+00,   46
       161, 2.699998E+00, 2.620000E+00,   46
       162, 2.716665E+00, 2.540000E+00,   46
       163, 2.733331E+00, 2.570000E+00,   46
       164, 2.749998E+00, 2.770000E+00,   46
       165, 2.766665E+00, 2.670000E+00,   46
       166, 2.783331E+00, 2.570000E+00,   46
       167, 2.799998E+00, 2.620000E+00,   46
       168, 2.816664E+00, 2.590000E+00,   46
       169, 2.833331E+00, 2.570000E+00,   46
       170, 2.849998E+00, 2.670000E+00,   46
       171, 2.866664E+00, 2.570000E+00,   46
       172, 2.883331E+00, 2.570000E+00,   46
       173, 2.899998E+00, 2.620000E+00,   46
       174, 2.916664E+00, 2.540000E+00,   46
       175, 2.933331E+00, 2.540000E+00,   46
       176, 2.949998E+00, 2.690000E+00,   46
       177, 2.966664E+00, 2.620000E+00,   46
       178, 2.983331E+00, 2.620000E+00,   46
       179, 2.999998E+00, 2.670000E+00,   46
       180, 3.016664E+00, 2.590000E+00,   46
       181, 3.033331E+00, 2.570000E+00,   46
       182, 3.049998E+00, 2.670000E+00,   46
       183, 3.066664E+00, 2.620000E+00,   46
       184, 3.083331E+00, 2.590000E+00,   46
       185, 3.099998E+00, 2.590000E+00,   46
       186, 3.116664E+00, 2.590000E+00,   46
       187, 3.133331E+00, 2.540000E+00,   46
       188, 3.149997E+00, 2.590000E+00,   46
       189, 3.166664E+00, 2.620000E+00,   46
       190, 3.183331E+00, 2.640000E+00,   46
       191, 3.199997E+00, 2.690000E+00,   46
       192, 3.216664E+00, 2.640000E+00,   46
       193, 3.233331E+00, 2.570000E+00,   46
       194, 3.249997E+00, 2.590000E+00,   46
       195, 3.266664E+00, 2.570000E+00,   46
       196, 3.283331E+00, 2.570000E+00,   46
       197, 3.299997E+00, 2.640000E+00,   46
       198, 3.316664E+00, 2.590000E+00,   46
       199, 3.333331E+00, 2.570000E+00,   46
       200, 3.349998E+00, 2.640000E+00,   46
       201, 3.366664E+00, 2.540000E+00,   46
       202, 3.383331E+00, 2.540000E+00,   46
       203, 3.399997E+00, 2.590000E+00,   46
       204, 3.416664E+00, 2.620000E+00,   46
       205, 3.433331E+00, 2.570000E+00,   46
       206, 3.449997E+00, 2.620000E+00,   46
       207, 3.466664E+00, 2.590000E+00,   46
       208, 3.483331E+00, 2.570000E+00,   46
       209, 3.499997E+00, 2.670000E+00,   46
       210, 3.516664E+00, 2.690000E+00,   46
       211, 3.533331E+00, 2.720000E+00,   46
       212, 3.549997E+00, 2.790000E+00,   46
       213, 3.566664E+00, 2.720000E+00,   46
       214, 3.583331E+00, 2.720000E+00,   46
       215, 3.599997E+00, 2.740000E+00,   46
       216, 3.616664E+00, 2.720000E+00,   46
       217, 3.633331E+00, 2.690000E+00,   46
       218, 3.649997E+00, 2.740000E+00,   46
       219, 3.666664E+00, 2.640000E+00,   46
       220, 3.683331E+00, 2.670000E+00,   46
       221, 3.699997E+00, 2.790000E+00,   46
       222, 3.716664E+00, 2.720000E+00,   46
       223, 3.733330E+00, 2.670000E+00,   46
       224, 3.749997E+00, 2.740000E+00,   46
       225, 3.766664E+00, 2.670000E+00,   46
       226, 3.783330E+00, 2.690000E+00,   46
       227, 3.799997E+00, 2.740000E+00,   46
       228, 3.816664E+00, 2.740000E+00,   46
       229, 3.833330E+00, 2.670000E+00,   46
       230, 3.849997E+00, 2.720000E+00,   46
       231, 3.866664E+00, 2.690000E+00,   46
       232, 3.883330E+00, 2.770000E+00,   46
       233, 3.899997E+00, 2.820000E+00,   46
       234, 3.916664E+00, 2.790000E+00,   46
       235, 3.933330E+00, 2.770000E+00,   46
       236, 3.949997E+00, 2.840000E+00,   46
       237, 3.966664E+00, 2.670000E+00,   46
       238, 3.983330E+00, 2.670000E+00,   46
       239, 3.999997E+00, 2.770000E+00,   46
       240, 4.016664E+00, 2.690000E+00,   46
       241, 4.033330E+00, 2.670000E+00,   46
       242, 4.049997E+00, 2.740000E+00,   46
       243, 4.066663E+00, 2.670000E+00,   46
       244, 4.083330E+00, 2.690000E+00,   46
       245, 4.099997E+00, 2.820000E+00,   46
       246, 4.116663E+00, 2.790000E+00,   46
       247, 4.133330E+00, 2.670000E+00,   46
       248, 4.149997E+00, 2.790000E+00,   46
       249, 4.166663E+00, 2.690000E+00,   46
       250, 4.183330E+00, 2.670000E+00,   46
       251, 4.199996E+00, 2.770000E+00,   46
       252, 4.216663E+00, 2.720000E+00,   46
       253, 4.233330E+00, 2.670000E+00,   46
       254, 4.249997E+00, 2.720000E+00,   46
       255, 4.266663E+00, 2.640000E+00,   46
       256, 4.283330E+00, 2.720000E+00,   46
       257, 4.299996E+00, 2.790000E+00,   46
       258, 4.316663E+00, 2.690000E+00,   46
       259, 4.333330E+00, 2.670000E+00,   46
       260, 4.349997E+00, 2.740000E+00,   46
       261, 4.366663E+00, 2.690000E+00,   46
       262, 4.383330E+00, 2.740000E+00,   46
       263, 4.399996E+00, 2.790000E+00,   46
       264, 4.416663E+00, 2.770000E+00,   46
       265, 4.433330E+00, 2.740000E+00,   46
       266, 4.449996E+00, 2.790000E+00,   46
       267, 4.466663E+00, 2.740000E+00,   46
       268, 4.483330E+00, 2.720000E+00,   46
       269, 4.499996E+00, 2.770000E+00,   46
       270, 4.516663E+00, 2.720000E+00,   46
       271, 4.533329E+00, 2.740000E+00,   46
       272, 4.549996E+00, 2.840000E+00,   46
       273, 4.566663E+00, 2.720000E+00,   46
       274, 4.583330E+00, 2.740000E+00,   46
       275, 4.599996E+00, 2.740000E+00,   46
       276, 4.616663E+00, 2.720000E+00,   46
       277, 4.633329E+00, 2.690000E+00,   46
       278, 4.649996E+00, 2.790000E+00,   46
       279, 4.666663E+00, 2.770000E+00,   46
       280, 4.683330E+00, 2.770000E+00,   46
       281, 4.699996E+00, 2.870000E+00,   46
       282, 4.716663E+00, 2.820000E+00,   46
       283, 4.733329E+00, 2.720000E+00,   46
       284, 4.749996E+00, 2.820000E+00,   46
       285, 4.766663E+00, 2.770000E+00,   46
       286, 4.783329E+00, 2.620000E+00,   46
       287, 4.799996E+00, 2.670000E+00,   46
       288, 4.816663E+00, 2.640000E+00,   46
       289, 4.833329E+00, 2.640000E+00,   46
       290, 4.849996E+00, 2.740000E+00,   46
       291, 4.866663E+00, 2.670000E+00,   46
       292, 4.883329E+00, 2.670000E+00,   46
       293, 4.899996E+00, 2.690000E+00,   46
       294, 4.916663E+00, 2.640000E+00,   46
       295, 4.933329E+00, 2.690000E+00,   46
       296, 4.949996E+00, 2.790000E+00,   46
       297, 4.966662E+00, 2.720000E+00,   46
       298, 4.983329E+00, 2.720000E+00,   46
       299, 4.999996E+00, 2.820000E+00,   46
       300, 5.016663E+00, 2.840000E+00,   46
       301, 5.033329E+00, 2.770000E+00,   46
       302, 5.049996E+00, 2.770000E+00,   46
       303, 5.066662E+00, 2.790000E+00,   46
       304, 5.083329E+00, 2.770000E+00,   46
       305, 5.099996E+00, 2.840000E+00,   46
       306, 5.116663E+00, 2.790000E+00,   46
       307, 5.133329E+00, 2.740000E+00,   46
       308, 5.149996E+00, 2.790000E+00,   46
       309, 5.166662E+00, 2.670000E+00,   46
       310, 5.183329E+00, 2.740000E+00,   46
       311, 5.199996E+00, 2.840000E+00,   46
       312, 5.216662E+00, 2.790000E+00,   46
       313, 5.233329E+00, 2.790000E+00,   46
       314, 5.249996E+00, 2.840000E+00,   46
       315, 5.266662E+00, 2.820000E+00,   46
       316, 5.283329E+00, 2.770000E+00,   46
       317, 5.299995E+00, 2.870000E+00,   46
       318, 5.316662E+00, 2.840000E+00,   46
       319, 5.333329E+00, 2.820000E+00,   46
       320, 5.349996E+00, 2.890000E+00,   46
       321, 5.366662E+00, 2.790000E+00,   46
       322, 5.383329E+00, 2.820000E+00,   46
       323, 5.399995E+00, 2.890000E+00,   46
       324, 5.416662E+00, 2.840000E+00,   46
       325, 5.433329E+00, 2.790000E+00,   46
       326, 5.449996E+00, 2.940000E+00,   46
       327, 5.466662E+00, 2.870000E+00,   46
       328, 5.483329E+00, 2.870000E+00,   46
       329, 5.499995E+00, 2.940000E+00,   46
       330, 5.516662E+00, 2.820000E+00,   46
       331, 5.533329E+00, 2.770000E+00,   46
       332, 5.549995E+00, 2.840000E+00,   46
       333, 5.566662E+00, 2.790000E+00,   46
       334, 5.583329E+00, 2.770000E+00,   46
       335, 5.599995E+00, 2.790000E+00,   46
       336, 5.616662E+00, 2.790000E+00,   46
       337, 5.633328E+00, 2.770000E+00,   46
       338, 5.649995E+00, 2.840000E+00,   46
       339, 5.666662E+00, 2.790000E+00,   46
       340, 5.683329E+00, 2.820000E+00,   46
       341, 5.699995E+00, 2.920000E+00,   46
       342, 5.716662E+00, 2.840000E+00,   46
       343, 5.733328E+00, 2.790000E+00,   46
       344, 5.749995E+00, 2.920000E+00,   46
       345, 5.766662E+00, 2.940000E+00,   46
       346, 5.783329E+00, 2.970000E+00,   46
       347, 5.799995E+00, 2.990000E+00,   46
       348, 5.816662E+00, 2.940000E+00,   46
       349, 5.833328E+00, 2.920000E+00,   46
       350, 5.849995E+00, 2.920000E+00,   46
       351, 5.866662E+00, 2.870000E+00,   46
       352, 5.883328E+00, 2.890000E+00,   46
       353, 5.899995E+00, 2.870000E+00,   46
       354, 5.916662E+00, 2.740000E+00,   46
       355, 5.933328E+00, 2.720000E+00,   46
       356, 5.949995E+00, 2.840000E+00,   46
       357, 5.966661E+00, 2.820000E+00,   46
       358, 5.983328E+00, 2.820000E+00,   46
       359, 5.999995E+00, 2.920000E+00,   46
       360, 6.016662E+00, 2.790000E+00,   46
       361, 6.033328E+00, 2.790000E+00,   46
       362, 6.049995E+00, 2.890000E+00,   46
       363, 6.066661E+00, 2.870000E+00,   46
       364, 6.083328E+00, 2.820000E+00,   46
       365, 6.099995E+00, 2.870000E+00,   46
       366, 6.116662E+00, 2.870000E+00,   46
       367, 6.133328E+00, 2.840000E+00,   46
       368, 6.149995E+00, 2.940000E+00,   46
       369, 6.166661E+00, 2.940000E+00,   46
       370, 6.183328E+00, 3.020000E+00,   46
       371, 6.199995E+00, 3.140000E+00,   46
       372, 6.216661E+00, 3.070000E+00,   46
       373, 6.233328E+00, 2.990000E+00,   46
       374, 6.249995E+00, 3.040000E+00,   46
       375, 6.266661E+00, 2.940000E+00,   46
       376, 6.283328E+00, 2.940000E+00,   46
       377, 6.299994E+00, 3.040000E+00,   46
       378, 6.316661E+00, 2.990000E+00,   46
       379, 6.333328E+00, 2.940000E+00,   46
       380, 6.349995E+00, 2.940000E+00,   46
       381, 6.366661E+00, 2.940000E+00,   46
       382, 6.383328E+00, 2.890000E+00,   46
       383, 6.399994E+00, 2.970000E+00,   46
       384, 6.416661E+00, 2.940000E+00,   46
       385, 6.433328E+00, 2.970000E+00,   46
       386, 6.449995E+00, 3.040000E+00,   46
       387, 6.466661E+00, 2.870000E+00,   46
       388, 6.483328E+00, 2.840000E+00,   46
       389, 6.499994E+00, 2.940000E+00,   46
       390, 6.516661E+00, 2.890000E+00,   46
       391, 6.533328E+00, 2.890000E+00,   46
       392, 6.549994E+00, 2.970000E+00,   46
       393, 6.566661E+00, 2.890000E+00,   46
       394, 6.583328E+00, 2.890000E+00,   46
       395, 6.599994E+00, 2.990000E+00,   46
       396, 6.616661E+00, 3.020000E+00,   46
       397, 6.633327E+00, 2.970000E+00,   46
       398, 6.649994E+00, 2.920000E+00,   46
       399, 6.666661E+00, 2.840000E+00,   46
       400, 6.683328E+00, 2.840000E+00,   46
       401, 6.699995E+00, 2.940000E+00,   46
       402, 6.716662E+00, 2.940000E+00,   46
       403, 6.733329E+00, 3.020000E+00,   46
       404, 6.749996E+00, 3.070000E+00,   46
       405, 6.766663E+00, 2.990000E+00,   46
       406, 6.783330E+00, 2.990000E+00,   46
       407, 6.799997E+00, 3.040000E+00,   46
       408, 6.816664E+00, 3.020000E+00,   46
       409, 6.833332E+00, 2.940000E+00,   46
       410, 6.849998E+00, 3.020000E+00,   46
       411, 6.866665E+00, 2.990000E+00,   46
       412, 6.883333E+00, 2.940000E+00,   46
       413, 6.900000E+00, 2.970000E+00,   46
       414, 6.916667E+00, 2.970000E+00,   46
       415, 6.933334E+00, 2.890000E+00,   46
       416, 6.950001E+00, 3.020000E+00,   46
       417, 6.966668E+00, 2.970000E+00,   46
       418, 6.983335E+00, 3.020000E+00,   46
       419, 7.000002E+00, 3.020000E+00,   46
       420, 7.016669E+00, 2.970000E+00,   46
       421, 7.033336E+00, 3.040000E+00,   46
       422, 7.050003E+00, 3.140000E+00,   46
       423, 7.066670E+00, 3.040000E+00,   46
       424, 7.083337E+00, 2.970000E+00,   46
       425, 7.100004E+00, 3.070000E+00,   46
       426, 7.116671E+00, 3.070000E+00,   46
       427, 7.133338E+00, 3.020000E+00,   46
       428, 7.150005E+00, 3.090000E+00,   46
       429, 7.166672E+00, 3.070000E+00,   46
       430, 7.183340E+00, 3.070000E+00,   46
       431, 7.200006E+00, 3.140000E+00,   46
       432, 7.216673E+00, 3.070000E+00,   46
       433, 7.233341E+00, 2.940000E+00,   46
       434, 7.250008E+00, 3.020000E+00,   46
       435, 7.266675E+00, 2.940000E+00,   46
       436, 7.283342E+00, 3.040000E+00,   46
       437, 7.300009E+00, 3.120000E+00,   46
       438, 7.316676E+00, 3.070000E+00,   46
       439, 7.333343E+00, 2.970000E+00,   46
       440, 7.350010E+00, 3.090000E+00,   46
       441, 7.366677E+00, 3.090000E+00,   46
       442, 7.383344E+00, 3.090000E+00,   46
       443, 7.400011E+00, 3.140000E+00,   46
       444, 7.416678E+00, 3.090000E+00,   46
       445, 7.433345E+00, 3.070000E+00,   46
       446, 7.450012E+00, 3.090000E+00,   46
       447, 7.466679E+00, 3.070000E+00,   46
       448, 7.483346E+00, 3.120000E+00,   46
       449, 7.500013E+00, 3.170000E+00,   46
       450, 7.516680E+00, 3.070000E+00,   46
       451, 7.533348E+00, 3.120000E+00,   46
       452, 7.550014E+00, 3.190000E+00,   46
       453, 7.566681E+00, 3.120000E+00,   46
       454, 7.583349E+00, 3.140000E+00,   46
       455, 7.600016E+00, 3.220000E+00,   46
       456, 7.616683E+00, 3.220000E+00,   46
       457, 7.633350E+00, 3.170000E+00,   46
       458, 7.650017E+00, 3.190000E+00,   46
       459, 7.666684E+00, 3.140000E+00,   46
       460, 7.683351E+00, 3.120000E+00,   46
       461, 7.700018E+00, 3.220000E+00,   46
       462, 7.716685E+00, 3.170000E+00,   46
       463, 7.733352E+00, 3.170000E+00,   46
       464, 7.750019E+00, 3.220000E+00,   46
       465, 7.766686E+00, 3.120000E+00,   46
       466, 7.783353E+00, 3.090000E+00,   46
       467, 7.800020E+00, 3.170000E+00,   46
       468, 7.816687E+00, 3.140000E+00,   46
       469, 7.833354E+00, 3.120000E+00,   46
       470, 7.850021E+00, 3.170000E+00,   46
       471, 7.866688E+00, 3.070000E+00,   46
       472, 7.883356E+00, 3.090000E+00,   46
       473, 7.900023E+00, 3.190000E+00,   46
       474, 7.916689E+00, 3.170000E+00,   46
       475, 7.933357E+00, 3.170000E+00,   46
       476, 7.950024E+00, 3.370000E+00,   46
       477, 7.966691E+00, 3.370000E+00,   46
       478, 7.983358E+00, 3.370000E+00,   46
       479, 8.000025E+00, 3.270000E+00,   46
       480, 8.016692E+00, 3.170000E+00,   46
       481, 8.033359E+00, 3.120000E+00,   46
       482, 8.050026E+00, 3.220000E+00,   46
       483, 8.066693E+00, 3.170000E+00,   46
       484, 8.083360E+00, 3.220000E+00,   46
       485, 8.100027E+00, 3.340000E+00,   46
       486, 8.116694E+00, 3.320000E+00,   46
       487, 8.133361E+00, 3.270000E+00,   46
       488, 8.150028E+00, 3.270000E+00,   46
       489, 8.166696E+00, 3.190000E+00,   46
       490, 8.183362E+00, 3.120000E+00,   46
       491, 8.200029E+00, 3.170000E+00,   46
       492, 8.216697E+00, 3.120000E+00,   46
       493, 8.233363E+00, 3.120000E+00,   46
       494, 8.250031E+00, 3.170000E+00,   46
       495, 8.266698E+00, 3.170000E+00,   46
       496, 8.283364E+00, 3.140000E+00,   46
       497, 8.300032E+00, 3.240000E+00,   46
       498, 8.316699E+00, 3.270000E+00,   46
       499, 8.333365E+00, 3.240000E+00,   46
       500, 8.350033E+00, 3.340000E+00,   46
       501, 8.366700E+00, 3.240000E+00,   46
       502, 8.383367E+00, 3.270000E+00,   46
       503, 8.400034E+00, 3.320000E+00,   46
       504, 8.416701E+00, 3.240000E+00,   46
       505, 8.433368E+00, 3.220000E+00,   46
       506, 8.450035E+00, 3.320000E+00,   46
       507, 8.466702E+00, 3.270000E+00,   46
       508, 8.483369E+00, 3.220000E+00,   46
       509, 8.500036E+00, 3.320000E+00,   46
       510, 8.516704E+00, 3.320000E+00,   46
       511, 8.533370E+00, 3.270000E+00,   46
       512, 8.550037E+00, 3.240000E+00,   46
       513, 8.566705E+00, 3.190000E+00,   46
       514, 8.583371E+00, 3.220000E+00,   46
       515, 8.600039E+00, 3.340000E+00,   46
       516, 8.616706E+00, 3.270000E+00,   46
       517, 8.633372E+00, 3.270000E+00,   46
       518, 8.650040E+00, 3.340000E+00,   46
       519, 8.666707E+00, 3.270000E+00,   46
       520, 8.683373E+00, 3.270000E+00,   46
       521, 8.700041E+00, 3.320000E+00,   46
       522, 8.716708E+00, 3.170000E+00,   46
       523, 8.733375E+00, 3.140000E+00,   46
       524, 8.750042E+00, 3.240000E+00,   46
       525, 8.766709E+00, 3.140000E+00,   46
       526, 8.783376E+00, 3.090000E+00,   46
       527, 8.800043E+00, 3.120000E+00,   46
       528, 8.816710E+00, 3.140000E+00,   46
       529, 8.833377E+00, 3.190000E+00,   46
       530, 8.850044E+00, 3.290000E+00,   46
       531, 8.866712E+00, 3.290000E+00,   46
       532, 8.883378E+00, 3.340000E+00,   46
       533, 8.900045E+00, 3.390000E+00,   46
       534, 8.916713E+00, 3.370000E+00,   46
       535, 8.933379E+00, 3.240000E+00,   46
       536, 8.950047E+00, 3.240000E+00,   46
       537, 8.966714E+00, 3.140000E+00,   46
       538, 8.983380E+00, 3.090000E+00,   46
       539, 9.000048E+00, 3.140000E+00,   46
       540, 9.016715E+00, 3.170000E+00,   46
       541, 9.033381E+00, 3.120000E+00,   46
       542, 9.050049E+00, 3.190000E+00,   46
       543, 9.066716E+00, 3.170000E+00,   46
       544, 9.083383E+00, 3.140000E+00,   46
       545, 9.100050E+00, 3.140000E+00,   46
       546, 9.116717E+00, 3.090000E+00,   46
       547, 9.133384E+00, 3.090000E+00,   46
       548, 9.150051E+00, 3.240000E+00,   46
       549, 9.166718E+00, 3.190000E+00,   46
       550, 9.183385E+00, 3.220000E+00,   46
       551, 9.200052E+00, 3.290000E+00,   46
       552, 9.216720E+00, 3.270000E+00,   46
       553, 9.233386E+00, 3.220000E+00,   46
       554, 9.250053E+00, 3.320000E+00,   46
       555, 9.266721E+00, 3.290000E+00,   46
       556, 9.283387E+00, 3.270000E+00,   46
       557, 9.300055E+00, 3.190000E+00,   46
       558, 9.316722E+00, 3.090000E+00,   46
       559, 9.333388E+00, 3.020000E+00,   46
       560, 9.350056E+00, 3.090000E+00,   46
       561, 9.366723E+00, 3.020000E+00,   46
       562, 9.383389E+00, 2.990000E+00,   46
       563, 9.400057E+00, 3.020000E+00,   46
       564, 9.416724E+00, 3.020000E+00,   46
       565, 9.433391E+00, 3.020000E+00,   46
       566, 9.450058E+00, 3.120000E+00,   46
       567, 9.466725E+00, 3.070000E+00,   46
       568, 9.483392E+00, 3.020000E+00,   46
       569, 9.500059E+00, 3.140000E+00,   46
       570, 9.516726E+00, 3.120000E+00,   46
       571, 9.533393E+00, 3.020000E+00,   46
       572, 9.550060E+00, 3.070000E+00,   46
       573, 9.566728E+00, 2.970000E+00,   46
       574, 9.583394E+00, 3.020000E+00,   46
       575, 9.600061E+00, 3.170000E+00,   46
       576, 9.616729E+00, 3.090000E+00,   46
       577, 9.633395E+00, 2.920000E+00,   46
       578, 9.650063E+00, 2.970000E+00,   46
