"DATA No"                         ,"X[mm]"                           ,"N[Ncm]"                          ,"jikuban"                         
      3580, 5.968333E+01, 3.470000E+00,    0
      3581, 5.969999E+01, 3.390000E+00,    0
      3582, 5.971666E+01, 3.370000E+00,    0
      3583, 5.973332E+01, 3.540000E+00,    0
      3584, 5.974998E+01, 3.420000E+00,    0
      3585, 5.976665E+01, 3.370000E+00,    0
      3586, 5.978331E+01, 3.470000E+00,    0
      3587, 5.979998E+01, 3.420000E+00,    0
      3588, 5.981664E+01, 3.320000E+00,    0
      3589, 5.983330E+01, 3.320000E+00,    0
      3590, 5.984997E+01, 3.240000E+00,    0
      3591, 5.986663E+01, 3.220000E+00,    0
      3592, 5.988329E+01, 3.320000E+00,    0
      3593, 5.989996E+01, 3.240000E+00,    0
      3594, 5.991662E+01, 3.370000E+00,    0
      3595, 5.993328E+01, 3.420000E+00,    0
      3596, 5.994995E+01, 3.440000E+00,    0
      3597, 5.996661E+01, 3.390000E+00,    0
      3598, 5.998328E+01, 3.540000E+00,    0
      3599, 5.999994E+01, 3.390000E+00,    0
      3600, 6.001661E+01, 3.340000E+00,    0
      3601, 6.003327E+01, 3.420000E+00,    0
      3602, 6.004993E+01, 3.420000E+00,    0
      3603, 6.006660E+01, 3.390000E+00,    0
      3604, 6.008326E+01, 3.340000E+00,    0
      3605, 6.009993E+01, 3.290000E+00,    0
      3606, 6.011659E+01, 3.190000E+00,    0
      3607, 6.013325E+01, 3.290000E+00,    0
      3608, 6.014992E+01, 3.270000E+00,    0
      3609, 6.016658E+01, 3.270000E+00,    0
      3610, 6.018324E+01, 3.320000E+00,    0
      3611, 6.019991E+01, 3.290000E+00,    0
      3612, 6.021657E+01, 3.290000E+00,    0
      3613, 6.023323E+01, 3.390000E+00,    0
      3614, 6.024990E+01, 3.390000E+00,    0
      3615, 6.026656E+01, 3.340000E+00,    0
      3616, 6.028323E+01, 3.540000E+00,    0
      3617, 6.029989E+01, 3.440000E+00,    0
      3618, 6.031656E+01, 3.440000E+00,    0
      3619, 6.033322E+01, 3.470000E+00,    0
      3620, 6.034988E+01, 3.440000E+00,    0
      3621, 6.036655E+01, 3.320000E+00,    0
      3622, 6.038321E+01, 3.390000E+00,    0
      3623, 6.039988E+01, 3.390000E+00,    0
      3624, 6.041654E+01, 3.420000E+00,    0
      3625, 6.043320E+01, 3.370000E+00,    0
      3626, 6.044987E+01, 3.270000E+00,    0
      3627, 6.046653E+01, 3.290000E+00,    0
      3628, 6.048319E+01, 3.370000E+00,    0
      3629, 6.049986E+01, 3.340000E+00,    0
      3630, 6.051652E+01, 3.290000E+00,    0
      3631, 6.053318E+01, 3.440000E+00,    0
      3632, 6.054985E+01, 3.340000E+00,    0
      3633, 6.056651E+01, 3.320000E+00,    0
      3634, 6.058318E+01, 3.440000E+00,    0
      3635, 6.059984E+01, 3.390000E+00,    0
      3636, 6.061650E+01, 3.290000E+00,    0
      3637, 6.063317E+01, 3.340000E+00,    0
      3638, 6.064983E+01, 3.420000E+00,    0
      3639, 6.066650E+01, 3.270000E+00,    0
      3640, 6.068316E+01, 3.320000E+00,    0
      3641, 6.069983E+01, 3.240000E+00,    0
      3642, 6.071649E+01, 3.270000E+00,    0
      3643, 6.073315E+01, 3.320000E+00,    0
      3644, 6.074982E+01, 3.220000E+00,    0
      3645, 6.076648E+01, 3.220000E+00,    0
      3646, 6.078314E+01, 3.340000E+00,    0
      3647, 6.079981E+01, 3.290000E+00,    0
      3648, 6.081647E+01, 3.290000E+00,    0
      3649, 6.083313E+01, 3.440000E+00,    0
      3650, 6.084980E+01, 3.420000E+00,    0
      3651, 6.086646E+01, 3.290000E+00,    0
      3652, 6.088313E+01, 3.320000E+00,    0
      3653, 6.089979E+01, 3.320000E+00,    0
      3654, 6.091645E+01, 3.320000E+00,    0
      3655, 6.093312E+01, 3.320000E+00,    0
      3656, 6.094978E+01, 3.290000E+00,    0
      3657, 6.096645E+01, 3.270000E+00,    0
      3658, 6.098311E+01, 3.240000E+00,    0
      3659, 6.099977E+01, 3.140000E+00,    0
      3660, 6.101644E+01, 3.170000E+00,    0
      3661, 6.103310E+01, 3.270000E+00,    0
      3662, 6.104977E+01, 3.320000E+00,    0
      3663, 6.106643E+01, 3.270000E+00,    0
      3664, 6.108309E+01, 3.390000E+00,    0
      3665, 6.109976E+01, 3.370000E+00,    0
      3666, 6.111642E+01, 3.340000E+00,    0
      3667, 6.113308E+01, 3.370000E+00,    0
      3668, 6.114975E+01, 3.370000E+00,    0
      3669, 6.116641E+01, 3.320000E+00,    0
      3670, 6.118307E+01, 3.390000E+00,    0
      3671, 6.119974E+01, 3.340000E+00,    0
      3672, 6.121640E+01, 3.320000E+00,    0
      3673, 6.123307E+01, 3.320000E+00,    0
      3674, 6.124973E+01, 3.240000E+00,    0
      3675, 6.126640E+01, 3.190000E+00,    0
      3676, 6.128306E+01, 3.270000E+00,    0
      3677, 6.129972E+01, 3.170000E+00,    0
      3678, 6.131639E+01, 3.170000E+00,    0
      3679, 6.133305E+01, 3.270000E+00,    0
      3680, 6.134972E+01, 3.240000E+00,    0
      3681, 6.136638E+01, 3.190000E+00,    0
      3682, 6.138304E+01, 3.370000E+00,    0
      3683, 6.139971E+01, 3.340000E+00,    0
      3684, 6.141637E+01, 3.270000E+00,    0
      3685, 6.143303E+01, 3.320000E+00,    0
      3686, 6.144970E+01, 3.390000E+00,    0
      3687, 6.146636E+01, 3.290000E+00,    0
      3688, 6.148302E+01, 3.290000E+00,    0
      3689, 6.149969E+01, 3.240000E+00,    0
      3690, 6.151635E+01, 3.190000E+00,    0
      3691, 6.153302E+01, 3.220000E+00,    0
      3692, 6.154968E+01, 3.240000E+00,    0
      3693, 6.156635E+01, 3.190000E+00,    0
      3694, 6.158301E+01, 3.270000E+00,    0
      3695, 6.159967E+01, 3.170000E+00,    0
      3696, 6.161634E+01, 3.140000E+00,    0
      3697, 6.163300E+01, 3.240000E+00,    0
      3698, 6.164967E+01, 3.220000E+00,    0
      3699, 6.166633E+01, 3.240000E+00,    0
      3700, 6.168299E+01, 3.420000E+00,    0
      3701, 6.169966E+01, 3.390000E+00,    0
      3702, 6.171632E+01, 3.320000E+00,    0
      3703, 6.173298E+01, 3.320000E+00,    0
      3704, 6.174965E+01, 3.290000E+00,    0
      3705, 6.176631E+01, 3.240000E+00,    0
      3706, 6.178297E+01, 3.270000E+00,    0
      3707, 6.179964E+01, 3.190000E+00,    0
      3708, 6.181630E+01, 3.240000E+00,    0
      3709, 6.183297E+01, 3.420000E+00,    0
      3710, 6.184963E+01, 3.440000E+00,    0
      3711, 6.186629E+01, 3.240000E+00,    0
      3712, 6.188296E+01, 3.370000E+00,    0
      3713, 6.189962E+01, 3.240000E+00,    0
      3714, 6.191629E+01, 3.220000E+00,    0
      3715, 6.193295E+01, 3.320000E+00,    0
      3716, 6.194962E+01, 3.440000E+00,    0
      3717, 6.196628E+01, 3.370000E+00,    0
      3718, 6.198294E+01, 3.390000E+00,    0
      3719, 6.199961E+01, 3.390000E+00,    0
      3720, 6.201627E+01, 3.320000E+00,    0
      3721, 6.203293E+01, 3.370000E+00,    0
      3722, 6.204960E+01, 3.320000E+00,    0
      3723, 6.206626E+01, 3.340000E+00,    0
      3724, 6.208292E+01, 3.340000E+00,    0
      3725, 6.209959E+01, 3.270000E+00,    0
      3726, 6.211625E+01, 3.240000E+00,    0
      3727, 6.213292E+01, 3.290000E+00,    0
      3728, 6.214958E+01, 3.220000E+00,    0
      3729, 6.216624E+01, 3.170000E+00,    0
      3730, 6.218291E+01, 3.270000E+00,    0
      3731, 6.219957E+01, 3.240000E+00,    0
      3732, 6.221624E+01, 3.240000E+00,    0
      3733, 6.223290E+01, 3.320000E+00,    0
      3734, 6.224957E+01, 3.290000E+00,    0
      3735, 6.226623E+01, 3.220000E+00,    0
      3736, 6.228289E+01, 3.290000E+00,    0
      3737, 6.229956E+01, 3.290000E+00,    0
      3738, 6.231622E+01, 3.320000E+00,    0
      3739, 6.233288E+01, 3.340000E+00,    0
      3740, 6.234955E+01, 3.240000E+00,    0
      3741, 6.236621E+01, 3.170000E+00,    0
      3742, 6.238287E+01, 3.190000E+00,    0
      3743, 6.239954E+01, 3.140000E+00,    0
      3744, 6.241620E+01, 3.120000E+00,    0
      3745, 6.243287E+01, 3.170000E+00,    0
      3746, 6.244953E+01, 3.140000E+00,    0
      3747, 6.246619E+01, 3.070000E+00,    0
      3748, 6.248286E+01, 3.170000E+00,    0
      3749, 6.249952E+01, 3.190000E+00,    0
      3750, 6.251619E+01, 3.040000E+00,    0
      3751, 6.253285E+01, 3.190000E+00,    0
      3752, 6.254951E+01, 3.240000E+00,    0
      3753, 6.256618E+01, 3.270000E+00,    0
      3754, 6.258284E+01, 3.290000E+00,    0
      3755, 6.259951E+01, 3.240000E+00,    0
      3756, 6.261617E+01, 3.290000E+00,    0
      3757, 6.263283E+01, 3.290000E+00,    0
      3758, 6.264950E+01, 3.240000E+00,    0
      3759, 6.266616E+01, 3.190000E+00,    0
      3760, 6.268282E+01, 3.320000E+00,    0
      3761, 6.269949E+01, 3.190000E+00,    0
      3762, 6.271615E+01, 3.170000E+00,    0
      3763, 6.273281E+01, 3.290000E+00,    0
      3764, 6.274948E+01, 3.220000E+00,    0
      3765, 6.276614E+01, 3.120000E+00,    0
      3766, 6.278281E+01, 3.190000E+00,    0
      3767, 6.279947E+01, 3.170000E+00,    0
      3768, 6.281614E+01, 3.220000E+00,    0
      3769, 6.283280E+01, 3.270000E+00,    0
      3770, 6.284946E+01, 3.240000E+00,    0
      3771, 6.286613E+01, 3.190000E+00,    0
      3772, 6.288279E+01, 3.290000E+00,    0
      3773, 6.289946E+01, 3.240000E+00,    0
      3774, 6.291612E+01, 3.170000E+00,    0
      3775, 6.293278E+01, 3.290000E+00,    0
      3776, 6.294945E+01, 3.220000E+00,    0
      3777, 6.296611E+01, 3.140000E+00,    0
      3778, 6.298277E+01, 3.170000E+00,    0
      3779, 6.299944E+01, 3.070000E+00,    0
      3780, 6.301610E+01, 3.020000E+00,    0
      3781, 6.303276E+01, 3.090000E+00,    0
      3782, 6.304943E+01, 3.120000E+00,    0
      3783, 6.306609E+01, 3.070000E+00,    0
      3784, 6.308276E+01, 3.170000E+00,    0
      3785, 6.309942E+01, 3.120000E+00,    0
      3786, 6.311609E+01, 3.140000E+00,    0
      3787, 6.313275E+01, 3.190000E+00,    0
      3788, 6.314941E+01, 3.190000E+00,    0
      3789, 6.316608E+01, 3.140000E+00,    0
      3790, 6.318274E+01, 3.220000E+00,    0
      3791, 6.319941E+01, 3.140000E+00,    0
      3792, 6.321607E+01, 3.090000E+00,    0
      3793, 6.323273E+01, 3.190000E+00,    0
      3794, 6.324940E+01, 3.120000E+00,    0
      3795, 6.326606E+01, 3.090000E+00,    0
      3796, 6.328272E+01, 3.190000E+00,    0
      3797, 6.329939E+01, 3.120000E+00,    0
      3798, 6.331605E+01, 3.070000E+00,    0
      3799, 6.333271E+01, 3.140000E+00,    0
      3800, 6.334938E+01, 3.190000E+00,    0
      3801, 6.336604E+01, 3.240000E+00,    0
      3802, 6.338271E+01, 3.440000E+00,    0
      3803, 6.339937E+01, 3.320000E+00,    0
      3804, 6.341603E+01, 3.320000E+00,    0
      3805, 6.343270E+01, 3.420000E+00,    0
      3806, 6.344936E+01, 3.340000E+00,    0
      3807, 6.346603E+01, 3.220000E+00,    0
      3808, 6.348269E+01, 3.340000E+00,    0
      3809, 6.349936E+01, 3.240000E+00,    0
      3810, 6.351602E+01, 3.220000E+00,    0
      3811, 6.353268E+01, 3.270000E+00,    0
      3812, 6.354935E+01, 3.290000E+00,    0
      3813, 6.356601E+01, 3.140000E+00,    0
      3814, 6.358267E+01, 3.220000E+00,    0
      3815, 6.359934E+01, 3.170000E+00,    0
      3816, 6.361600E+01, 3.090000E+00,    0
      3817, 6.363266E+01, 3.140000E+00,    0
      3818, 6.364933E+01, 3.220000E+00,    0
      3819, 6.366599E+01, 3.190000E+00,    0
      3820, 6.368266E+01, 3.220000E+00,    0
      3821, 6.369932E+01, 3.290000E+00,    0
      3822, 6.371598E+01, 3.270000E+00,    0
      3823, 6.373265E+01, 3.290000E+00,    0
      3824, 6.374931E+01, 3.190000E+00,    0
      3825, 6.376598E+01, 3.140000E+00,    0
      3826, 6.378264E+01, 3.270000E+00,    0
      3827, 6.379930E+01, 3.270000E+00,    0
      3828, 6.381597E+01, 3.170000E+00,    0
      3829, 6.383263E+01, 3.220000E+00,    0
      3830, 6.384930E+01, 3.220000E+00,    0
      3831, 6.386596E+01, 3.020000E+00,    0
      3832, 6.388262E+01, 3.140000E+00,    0
      3833, 6.389929E+01, 3.120000E+00,    0
      3834, 6.391595E+01, 3.120000E+00,    0
      3835, 6.393261E+01, 3.170000E+00,    0
      3836, 6.394928E+01, 3.170000E+00,    0
      3837, 6.396594E+01, 3.140000E+00,    0
      3838, 6.398260E+01, 3.190000E+00,    0
      3839, 6.399927E+01, 3.190000E+00,    0
      3840, 6.401593E+01, 3.090000E+00,    0
      3841, 6.403260E+01, 3.220000E+00,    0
      3842, 6.404926E+01, 3.190000E+00,    0
      3843, 6.406593E+01, 3.140000E+00,    0
      3844, 6.408259E+01, 3.240000E+00,    0
      3845, 6.409925E+01, 3.220000E+00,    0
      3846, 6.411591E+01, 3.140000E+00,    0
      3847, 6.413258E+01, 3.240000E+00,    0
      3848, 6.414925E+01, 3.220000E+00,    0
      3849, 6.416591E+01, 3.220000E+00,    0
      3850, 6.418257E+01, 3.270000E+00,    0
      3851, 6.419923E+01, 3.270000E+00,    0
      3852, 6.421590E+01, 3.170000E+00,    0
      3853, 6.423257E+01, 3.320000E+00,    0
      3854, 6.424923E+01, 3.370000E+00,    0
      3855, 6.426589E+01, 3.270000E+00,    0
      3856, 6.428255E+01, 3.370000E+00,    0
      3857, 6.429922E+01, 3.290000E+00,    0
      3858, 6.431588E+01, 3.290000E+00,    0
      3859, 6.433255E+01, 3.370000E+00,    0
      3860, 6.434921E+01, 3.340000E+00,    0
      3861, 6.436588E+01, 3.270000E+00,    0
      3862, 6.438254E+01, 3.340000E+00,    0
      3863, 6.439920E+01, 3.320000E+00,    0
      3864, 6.441586E+01, 3.170000E+00,    0
      3865, 6.443253E+01, 3.220000E+00,    0
      3866, 6.444920E+01, 3.240000E+00,    0
      3867, 6.446586E+01, 3.270000E+00,    0
      3868, 6.448252E+01, 3.340000E+00,    0
      3869, 6.449918E+01, 3.270000E+00,    0
      3870, 6.451585E+01, 3.270000E+00,    0
      3871, 6.453252E+01, 3.290000E+00,    0
      3872, 6.454918E+01, 3.290000E+00,    0
      3873, 6.456584E+01, 3.270000E+00,    0
      3874, 6.458250E+01, 3.370000E+00,    0
      3875, 6.459917E+01, 3.290000E+00,    0
      3876, 6.461583E+01, 3.240000E+00,    0
      3877, 6.463250E+01, 3.370000E+00,    0
      3878, 6.464916E+01, 3.340000E+00,    0
      3879, 6.466582E+01, 3.240000E+00,    0
      3880, 6.468249E+01, 3.240000E+00,    0
      3881, 6.469915E+01, 3.240000E+00,    0
      3882, 6.471581E+01, 3.170000E+00,    0
      3883, 6.473248E+01, 3.140000E+00,    0
      3884, 6.474915E+01, 3.220000E+00,    0
      3885, 6.476581E+01, 3.220000E+00,    0
      3886, 6.478247E+01, 3.190000E+00,    0
      3887, 6.479913E+01, 3.190000E+00,    0
      3888, 6.481580E+01, 3.240000E+00,    0
      3889, 6.483247E+01, 3.320000E+00,    0
      3890, 6.484913E+01, 3.290000E+00,    0
      3891, 6.486579E+01, 3.240000E+00,    0
      3892, 6.488245E+01, 3.340000E+00,    0
      3893, 6.489912E+01, 3.320000E+00,    0
      3894, 6.491578E+01, 3.220000E+00,    0
      3895, 6.493245E+01, 3.320000E+00,    0
      3896, 6.494911E+01, 3.340000E+00,    0
      3897, 6.496577E+01, 3.170000E+00,    0
      3898, 6.498244E+01, 3.240000E+00,    0
      3899, 6.499910E+01, 3.290000E+00,    0
      3900, 6.501576E+01, 3.320000E+00,    0
      3901, 6.503243E+01, 3.340000E+00,    0
      3902, 6.504910E+01, 3.320000E+00,    0
      3903, 6.506576E+01, 3.270000E+00,    0
      3904, 6.508242E+01, 3.340000E+00,    0
      3905, 6.509908E+01, 3.290000E+00,    0
      3906, 6.511575E+01, 3.290000E+00,    0
      3907, 6.513242E+01, 3.370000E+00,    0
      3908, 6.514908E+01, 3.370000E+00,    0
      3909, 6.516574E+01, 3.290000E+00,    0
      3910, 6.518240E+01, 3.390000E+00,    0
      3911, 6.519907E+01, 3.390000E+00,    0
      3912, 6.521573E+01, 3.320000E+00,    0
      3913, 6.523240E+01, 3.320000E+00,    0
      3914, 6.524906E+01, 3.390000E+00,    0
      3915, 6.526572E+01, 3.290000E+00,    0
      3916, 6.528239E+01, 3.320000E+00,    0
      3917, 6.529905E+01, 3.270000E+00,    0
      3918, 6.531571E+01, 3.270000E+00,    0
      3919, 6.533238E+01, 3.290000E+00,    0
      3920, 6.534904E+01, 3.320000E+00,    0
      3921, 6.536571E+01, 3.290000E+00,    0
      3922, 6.538237E+01, 3.390000E+00,    0
      3923, 6.539903E+01, 3.290000E+00,    0
      3924, 6.541570E+01, 3.320000E+00,    0
      3925, 6.543237E+01, 3.390000E+00,    0
      3926, 6.544903E+01, 3.420000E+00,    0
      3927, 6.546569E+01, 3.290000E+00,    0
      3928, 6.548235E+01, 3.370000E+00,    0
      3929, 6.549902E+01, 3.370000E+00,    0
      3930, 6.551568E+01, 3.290000E+00,    0
      3931, 6.553235E+01, 3.240000E+00,    0
      3932, 6.554901E+01, 3.190000E+00,    0
      3933, 6.556567E+01, 3.240000E+00,    0
      3934, 6.558234E+01, 3.240000E+00,    0
      3935, 6.559900E+01, 3.190000E+00,    0
      3936, 6.561566E+01, 3.220000E+00,    0
      3937, 6.563233E+01, 3.340000E+00,    0
      3938, 6.564899E+01, 3.240000E+00,    0
      3939, 6.566566E+01, 3.190000E+00,    0
      3940, 6.568232E+01, 3.370000E+00,    0
      3941, 6.569898E+01, 3.340000E+00,    0
      3942, 6.571564E+01, 3.240000E+00,    0
      3943, 6.573232E+01, 3.320000E+00,    0
      3944, 6.574898E+01, 3.440000E+00,    0
      3945, 6.576564E+01, 3.370000E+00,    0
      3946, 6.578230E+01, 3.390000E+00,    0
      3947, 6.579897E+01, 3.420000E+00,    0
      3948, 6.581563E+01, 3.470000E+00,    0
      3949, 6.583230E+01, 3.520000E+00,    0
      3950, 6.584896E+01, 3.390000E+00,    0
      3951, 6.586562E+01, 3.390000E+00,    0
      3952, 6.588229E+01, 3.420000E+00,    0
      3953, 6.589895E+01, 3.340000E+00,    0
      3954, 6.591561E+01, 3.340000E+00,    0
      3955, 6.593228E+01, 3.420000E+00,    0
      3956, 6.594894E+01, 3.320000E+00,    0
      3957, 6.596561E+01, 3.270000E+00,    0
      3958, 6.598227E+01, 3.440000E+00,    0
      3959, 6.599893E+01, 3.490000E+00,    0
      3960, 6.601559E+01, 3.420000E+00,    0
      3961, 6.603226E+01, 3.520000E+00,    0
      3962, 6.604893E+01, 3.520000E+00,    0
      3963, 6.606559E+01, 3.440000E+00,    0
      3964, 6.608225E+01, 3.390000E+00,    0
      3965, 6.609892E+01, 3.390000E+00,    0
      3966, 6.611558E+01, 3.390000E+00,    0
      3967, 6.613225E+01, 3.420000E+00,    0
      3968, 6.614891E+01, 3.340000E+00,    0
      3969, 6.616557E+01, 3.370000E+00,    0
      3970, 6.618224E+01, 3.420000E+00,    0
      3971, 6.619890E+01, 3.320000E+00,    0
      3972, 6.621556E+01, 3.270000E+00,    0
      3973, 6.623223E+01, 3.390000E+00,    0
      3974, 6.624889E+01, 3.390000E+00,    0
      3975, 6.626556E+01, 3.270000E+00,    0
      3976, 6.628222E+01, 3.340000E+00,    0
      3977, 6.629888E+01, 3.390000E+00,    0
      3978, 6.631554E+01, 3.340000E+00,    0
      3979, 6.633221E+01, 3.340000E+00,    0
      3980, 6.634888E+01, 3.370000E+00,    0
      3981, 6.636554E+01, 3.370000E+00,    0
      3982, 6.638220E+01, 3.320000E+00,    0
      3983, 6.639886E+01, 3.290000E+00,    0
      3984, 6.641553E+01, 3.240000E+00,    0
      3985, 6.643220E+01, 3.320000E+00,    0
      3986, 6.644886E+01, 3.240000E+00,    0
      3987, 6.646552E+01, 3.270000E+00,    0
      3988, 6.648219E+01, 3.340000E+00,    0
      3989, 6.649885E+01, 3.270000E+00,    0
      3990, 6.651551E+01, 3.270000E+00,    0
      3991, 6.653218E+01, 3.340000E+00,    0
      3992, 6.654884E+01, 3.370000E+00,    0
      3993, 6.656551E+01, 3.320000E+00,    0
      3994, 6.658217E+01, 3.420000E+00,    0
      3995, 6.659883E+01, 3.490000E+00,    0
      3996, 6.661549E+01, 3.570000E+00,    0
      3997, 6.663216E+01, 3.520000E+00,    0
      3998, 6.664883E+01, 3.490000E+00,    0
      3999, 6.666549E+01, 3.520000E+00,    0
      4000, 6.668215E+01, 3.570000E+00,    0
      4001, 6.669881E+01, 3.390000E+00,    0
      4002, 6.671548E+01, 3.440000E+00,    0
      4003, 6.673215E+01, 3.620000E+00,    0
      4004, 6.674881E+01, 3.470000E+00,    0
      4005, 6.676547E+01, 3.320000E+00,    0
      4006, 6.678214E+01, 3.440000E+00,    0
      4007, 6.679880E+01, 3.490000E+00,    0
      4008, 6.681546E+01, 3.340000E+00,    0
      4009, 6.683213E+01, 3.390000E+00,    0
      4010, 6.684879E+01, 3.490000E+00,    0
      4011, 6.686546E+01, 3.490000E+00,    0
      4012, 6.688212E+01, 3.470000E+00,    0
      4013, 6.689878E+01, 3.470000E+00,    0
      4014, 6.691544E+01, 3.490000E+00,    0
      4015, 6.693211E+01, 3.490000E+00,    0
      4016, 6.694878E+01, 3.390000E+00,    0
      4017, 6.696544E+01, 3.370000E+00,    0
      4018, 6.698210E+01, 3.490000E+00,    0
      4019, 6.699876E+01, 3.320000E+00,    0
      4020, 6.701543E+01, 3.320000E+00,    0
      4021, 6.703210E+01, 3.370000E+00,    0
      4022, 6.704876E+01, 3.340000E+00,    0
      4023, 6.706542E+01, 3.190000E+00,    0
      4024, 6.708208E+01, 3.320000E+00,    0
      4025, 6.709875E+01, 3.390000E+00,    0
      4026, 6.711541E+01, 3.390000E+00,    0
      4027, 6.713208E+01, 3.420000E+00,    0
      4028, 6.714874E+01, 3.490000E+00,    0
      4029, 6.716541E+01, 3.490000E+00,    0
      4030, 6.718207E+01, 3.470000E+00,    0
      4031, 6.719873E+01, 3.420000E+00,    0
      4032, 6.721539E+01, 3.470000E+00,    0
      4033, 6.723206E+01, 3.520000E+00,    0
      4034, 6.724873E+01, 3.420000E+00,    0
      4035, 6.726539E+01, 3.370000E+00,    0
      4036, 6.728205E+01, 3.470000E+00,    0
      4037, 6.729871E+01, 3.290000E+00,    0
      4038, 6.731538E+01, 3.190000E+00,    0
      4039, 6.733205E+01, 3.420000E+00,    0
      4040, 6.734871E+01, 3.440000E+00,    0
      4041, 6.736537E+01, 3.270000E+00,    0
      4042, 6.738203E+01, 3.390000E+00,    0
      4043, 6.739870E+01, 3.490000E+00,    0
      4044, 6.741536E+01, 3.540000E+00,    0
      4045, 6.743203E+01, 3.490000E+00,    0
      4046, 6.744869E+01, 3.540000E+00,    0
      4047, 6.746535E+01, 3.540000E+00,    0
      4048, 6.748202E+01, 3.570000E+00,    0
      4049, 6.749868E+01, 3.420000E+00,    0
      4050, 6.751534E+01, 3.440000E+00,    0
      4051, 6.753201E+01, 3.520000E+00,    0
      4052, 6.754868E+01, 3.340000E+00,    0
      4053, 6.756534E+01, 3.320000E+00,    0
      4054, 6.758200E+01, 3.520000E+00,    0
      4055, 6.759866E+01, 3.490000E+00,    0
      4056, 6.761533E+01, 3.190000E+00,    0
      4057, 6.763200E+01, 3.320000E+00,    0
      4058, 6.764866E+01, 3.390000E+00,    0
      4059, 6.766532E+01, 3.340000E+00,    0
      4060, 6.768198E+01, 3.290000E+00,    0
      4061, 6.769865E+01, 3.390000E+00,    0
      4062, 6.771531E+01, 3.490000E+00,    0
      4063, 6.773198E+01, 3.420000E+00,    0
      4064, 6.774864E+01, 3.370000E+00,    0
      4065, 6.776530E+01, 3.370000E+00,    0
      4066, 6.778197E+01, 3.490000E+00,    0
      4067, 6.779863E+01, 3.320000E+00,    0
      4068, 6.781529E+01, 3.290000E+00,    0
      4069, 6.783196E+01, 3.390000E+00,    0
      4070, 6.784863E+01, 3.320000E+00,    0
      4071, 6.786529E+01, 3.040000E+00,    0
      4072, 6.788195E+01, 3.220000E+00,    0
      4073, 6.789861E+01, 3.340000E+00,    0
      4074, 6.791528E+01, 3.240000E+00,    0
      4075, 6.793195E+01, 3.190000E+00,    0
      4076, 6.794861E+01, 3.320000E+00,    0
      4077, 6.796527E+01, 3.320000E+00,    0
      4078, 6.798193E+01, 3.320000E+00,    0
      4079, 6.799860E+01, 3.290000E+00,    0
      4080, 6.801526E+01, 3.370000E+00,    0
      4081, 6.803193E+01, 3.370000E+00,    0
      4082, 6.804859E+01, 3.240000E+00,    0
      4083, 6.806525E+01, 3.240000E+00,    0
      4084, 6.808192E+01, 3.390000E+00,    0
      4085, 6.809858E+01, 3.320000E+00,    0
      4086, 6.811524E+01, 3.190000E+00,    0
      4087, 6.813191E+01, 3.340000E+00,    0
      4088, 6.814857E+01, 3.370000E+00,    0
      4089, 6.816524E+01, 3.340000E+00,    0
      4090, 6.818190E+01, 3.570000E+00,    0
      4091, 6.819856E+01, 3.620000E+00,    0
      4092, 6.821523E+01, 3.490000E+00,    0
      4093, 6.823190E+01, 3.390000E+00,    0
      4094, 6.824856E+01, 3.440000E+00,    0
      4095, 6.826522E+01, 3.390000E+00,    0
      4096, 6.828188E+01, 3.420000E+00,    0
      4097, 6.829855E+01, 3.270000E+00,    0
      4098, 6.831521E+01, 3.340000E+00,    0
      4099, 6.833188E+01, 3.440000E+00,    0
      4100, 6.834854E+01, 3.390000E+00,    0
      4101, 6.836520E+01, 3.340000E+00,    0
      4102, 6.838187E+01, 3.420000E+00,    0
      4103, 6.839853E+01, 3.420000E+00,    0
      4104, 6.841519E+01, 3.190000E+00,    0
      4105, 6.843186E+01, 3.370000E+00,    0
      4106, 6.844852E+01, 3.420000E+00,    0
      4107, 6.846519E+01, 3.220000E+00,    0
      4108, 6.848185E+01, 3.190000E+00,    0
      4109, 6.849851E+01, 3.240000E+00,    0
      4110, 6.851517E+01, 3.290000E+00,    0
      4111, 6.853185E+01, 3.270000E+00,    0
      4112, 6.854851E+01, 3.240000E+00,    0
      4113, 6.856517E+01, 3.320000E+00,    0
      4114, 6.858183E+01, 3.390000E+00,    0
      4115, 6.859850E+01, 3.240000E+00,    0
      4116, 6.861516E+01, 3.270000E+00,    0
      4117, 6.863183E+01, 3.420000E+00,    0
      4118, 6.864849E+01, 3.340000E+00,    0
      4119, 6.866515E+01, 3.190000E+00,    0
      4120, 6.868182E+01, 3.340000E+00,    0
      4121, 6.869848E+01, 3.340000E+00,    0
      4122, 6.871514E+01, 3.170000E+00,    0
      4123, 6.873181E+01, 3.170000E+00,    0
      4124, 6.874847E+01, 3.290000E+00,    0
      4125, 6.876514E+01, 3.270000E+00,    0
      4126, 6.878180E+01, 3.240000E+00,    0
      4127, 6.879846E+01, 3.270000E+00,    0
      4128, 6.881512E+01, 3.290000E+00,    0
      4129, 6.883179E+01, 3.370000E+00,    0
      4130, 6.884846E+01, 3.290000E+00,    0
      4131, 6.886512E+01, 3.290000E+00,    0
      4132, 6.888178E+01, 3.420000E+00,    0
      4133, 6.889845E+01, 3.340000E+00,    0
      4134, 6.891511E+01, 3.270000E+00,    0
      4135, 6.893178E+01, 3.490000E+00,    0
      4136, 6.894844E+01, 3.540000E+00,    0
      4137, 6.896510E+01, 3.320000E+00,    0
